system:index,histogram,shapeGroup,shapeType
2011_01_01_0001000000000000002a,"[[1.0, 15.905882352941177], [2.0, 486736.24313725525], [3.0, 0.0], [4.0, 3213.1960784313706], [5.0, 298.4117647058824], [6.0, 5147.749019607843], [7.0, 218.99607843137255], [8.0, 144676.45490196082], [9.0, 236496.50980392157], [10.0, 80034.43137254898], [11.0, 9019.745098039233], [12.0, 16439.80392156863], [13.0, 11617.035294117648], [14.0, 14809.396078431373], [15.0, 189.0], [16.0, 13488.227450980346], [17.0, 5745.701960784311]]",ECU,ADM0
2011_01_01_0001000000000000002b,"[[1.0, 8.294117647058822], [2.0, 5277.580392156862], [3.0, 0.0], [4.0, 3164.062745098039], [5.0, 109.67450980392157], [6.0, 0.0], [7.0, 0.0], [8.0, 24150.098039215736], [9.0, 35031.52941176475], [10.0, 1338.2313725490192], [11.0, 1503.5215686274505], [12.0, 6070.035294117648], [13.0, 817.1254901960784], [14.0, 9547.670588235289], [15.0, 0.0], [16.0, 9.631372549019607], [17.0, 1198.4627450980395]]",SLV,ADM0
2011_01_01_0001000000000000002c,"[[1.0, 8.141176470588235], [2.0, 54508.92549019603], [3.0, 0.0], [4.0, 0.0], [5.0, 13.690196078431374], [6.0, 2.447058823529412], [7.0, 0.0], [8.0, 2370.654901960784], [9.0, 4295.945098039215], [10.0, 9729.36862745098], [11.0, 4459.721568627459], [12.0, 2193.4431372549016], [13.0, 12.827450980392157], [14.0, 1057.8509803921568], [15.0, 2.0], [16.0, 0.0], [17.0, 3498.83529411764]]",FJI,ADM0
2011_01_01_0001000000000000002d,"[[1.0, 0.5607843137254902], [2.0, 240.5607843137255], [3.0, 0.0], [4.0, 0.0], [5.0, 2.7215686274509805], [6.0, 0.0], [7.0, 0.0], [8.0, 886.592156862745], [9.0, 1.0], [10.0, 182.32549019607842], [11.0, 66.74509803921568], [12.0, 11.972549019607843], [13.0, 39.41960784313726], [14.0, 0.0], [15.0, 0.0], [16.0, 0.0], [17.0, 82.04313725490202]]",GRD,ADM0
2011_01_01_0001000000000000002e,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.0], [9.0, 61.54901960784314], [10.0, 0.0], [11.0, 5.764705882352941], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 0.0], [16.0, 0.0], [17.0, 24.137254901960787]]",NRU,ADM0
2011_01_01_0001000000000000002f,"[[1.0, 49.858823529411765], [2.0, 145248.12156862742], [3.0, 0.0], [4.0, 6891.105882352941], [5.0, 5534.87843137255], [6.0, 58.0], [7.0, 1.0], [8.0, 167258.59607843147], [9.0, 91344.03529411765], [10.0, 21467.568627450983], [11.0, 934.3137254901959], [12.0, 13556.807843137256], [13.0, 1807.4156862745099], [14.0, 14414.843137254898], [15.0, 0.0], [16.0, 27.0], [17.0, 1419.2235294117652]]",GTM,ADM0
2011_01_01_00010000000000000030,"[[1.0, 1.0], [2.0, 744971.1647058821], [3.0, 0.0], [4.0, 12.0], [5.0, 13.105882352941176], [6.0, 69.03137254901961], [7.0, 3.8666666666666667], [8.0, 29147.870588235295], [9.0, 15085.580392156859], [10.0, 50232.01176470585], [11.0, 3847.694117647059], [12.0, 5401.752941176471], [13.0, 742.9254901960785], [14.0, 3047.2823529411767], [15.0, 0.0], [16.0, 5.91764705882353], [17.0, 2803.407843137252]]",GUY,ADM0
2011_01_01_00010000000000000031,"[[1.0, 5.235294117647059], [2.0, 1517.682352941176], [3.0, 0.0], [4.0, 24.0], [5.0, 9.0078431372549], [6.0, 14.0], [7.0, 104.0], [8.0, 18854.231372549], [9.0, 37637.933333333305], [10.0, 14893.764705882331], [11.0, 1090.5803921568604], [12.0, 29665.01960784313], [13.0, 2281.9058823529417], [14.0, 13719.95294117647], [15.0, 0.0], [16.0, 42.058823529411754], [17.0, 2030.3568627450964]]",HTI,ADM0
2011_01_01_00010000000000000032,"[[1.0, 21.419607843137257], [2.0, 140675.2784313725], [3.0, 0.0], [4.0, 3151.8980392156864], [5.0, 1757.737254901961], [6.0, 151.0235294117647], [7.0, 0.0], [8.0, 201071.09803921593], [9.0, 92572.12549019602], [10.0, 23249.164705882344], [11.0, 5173.972549019616], [12.0, 8103.466666666664], [13.0, 1295.3921568627452], [14.0, 1409.0], [15.0, 0.0], [16.0, 38.498039215686276], [17.0, 3770.9921568627415]]",HND,ADM0
2011_01_01_00010000000000000033,"[[1.0, 504.5098039215686], [2.0, 4775375.278431374], [3.0, 5.3803921568627455], [4.0, 9932.796078431376], [5.0, 1955.0000000000002], [6.0, 3338.960784313725], [7.0, 11.0], [8.0, 1417602.5215686276], [9.0, 371863.8470588235], [10.0, 155020.68627450973], [11.0, 206428.89803921554], [12.0, 169411.76862745095], [13.0, 58674.725490196055], [14.0, 350277.5882352941], [15.0, 1.0], [16.0, 961.1372549019608], [17.0, 98724.64313725449]]",IDN,ADM0
2011_01_01_00010000000000000034,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.0], [9.0, 0.0], [10.0, 0.0], [11.0, 13.486274509803923], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 0.0], [16.0, 0.0], [17.0, 105.00392156862753]]",TUV,ADM0
2011_01_01_00010000000000000035,"[[1.0, 67.70980392156864], [2.0, 21237.933333333327], [3.0, 0.0], [4.0, 199.0], [5.0, 331.09411764705885], [6.0, 7.0], [7.0, 0.0], [8.0, 5418.607843137255], [9.0, 268833.54117647046], [10.0, 664918.0392156863], [11.0, 4240.776470588235], [12.0, 18777.0], [13.0, 6424.89411764706], [14.0, 175.0], [15.0, 0.0], [16.0, 127.76862745098039], [17.0, 18891.43137254901]]",URY,ADM0
2011_01_01_00010000000000000036,"[[1.0, 35.15294117647059], [2.0, 45014.38823529409], [3.0, 0.0], [4.0, 20.780392156862746], [5.0, 9.337254901960785], [6.0, 3.0], [7.0, 0.0], [8.0, 155.44313725490196], [9.0, 31.890196078431373], [10.0, 1057.8901960784315], [11.0, 1700.2000000000003], [12.0, 9.0], [13.0, 17.53333333333333], [14.0, 0.0], [15.0, 0.0], [16.0, 107.0], [17.0, 5121.549019607841]]",VUT,ADM0
2011_01_01_00010000000000000037,"[[1.0, 25.03921568627451], [2.0, 1701673.5882352935], [3.0, 0.0], [4.0, 30355.04705882353], [5.0, 560.8470588235294], [6.0, 4810.819607843137], [7.0, 5903.145098039216], [8.0, 322000.1960784313], [9.0, 802179.9843137257], [10.0, 737953.3647058823], [11.0, 29042.831372549015], [12.0, 31512.313725490196], [13.0, 23041.600000000002], [14.0, 4157.650980392157], [15.0, 0.0], [16.0, 2227.1725490196077], [17.0, 40526.16470588259]]",VEN,ADM0
2011_01_01_00010000000000000038,"[[1.0, 269.8666666666667], [2.0, 0.0], [3.0, 0.0], [4.0, 7.0], [5.0, 33.6078431372549], [6.0, 0.0], [7.0, 0.0], [8.0, 534.1019607843139], [9.0, 62609.396078431084], [10.0, 50317.6862745097], [11.0, 6834.286274509851], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 0.0], [16.0, 28.26274509803921], [17.0, 3395.9999999999573]]",117,DISP
2011_01_01_00010000000000000039,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.0], [9.0, 5.0], [10.0, 0.2901960784313726], [11.0, 12.615686274509805], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 0.0], [16.0, 0.0], [17.0, 10.850980392156861]]",120,DISP
2011_01_01_0001000000000000003a,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.0], [9.0, 0.0], [10.0, 0.0], [11.0, 0.0], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 0.0], [16.0, 0.0], [17.0, 1.011764705882353]]",123,DISP
2012_01_01_00000000000000000000,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 171539.40784313728], [8.0, 0.0], [9.0, 6469.3647058823535], [10.0, 280725.86666666676], [11.0, 1847.6509803921574], [12.0, 185309.18039215685], [13.0, 23830.878431372552], [14.0, 1201.0], [15.0, 0.0], [16.0, 1802227.764705881], [17.0, 25812.98823529412]]",IRQ,ADM0
2012_01_01_00000000000000000001,"[[1.0, 3033.792156862746], [2.0, 19669.517647058827], [3.0, 0.0], [4.0, 1213.843137254902], [5.0, 31778.058823529384], [6.0, 0.0], [7.0, 0.0], [8.0, 11105.039215686276], [9.0, 347379.75294117664], [10.0, 284098.97254901956], [11.0, 4482.368627450978], [12.0, 25110.552941176473], [13.0, 5094.270588235295], [14.0, 31296.66274509804], [15.0, 0.0], [16.0, 7.929411764705883], [17.0, 13379.454901960897]]",IRL,ADM0
2012_01_01_00000000000000000002,"[[1.0, 8935.490196078432], [2.0, 0.0], [3.0, 1993.0823529411764], [4.0, 8848.043137254903], [5.0, 72804.0392156863], [6.0, 3784.643137254902], [7.0, 28635.19215686274], [8.0, 78779.33725490198], [9.0, 115506.6117647058], [10.0, 2.1155639145098038E7], [11.0, 72491.50980392157], [12.0, 1254737.6823529422], [13.0, 33843.466666666674], [14.0, 2830.3921568627447], [15.0, 40131.09411764706], [16.0, 1217961.27843137], [17.0, 551217.4039215689]]",KAZ,ADM0
2012_01_01_00000000000000000003,"[[1.0, 0.0], [2.0, 27005.10196078431], [3.0, 0.0], [4.0, 292.93333333333334], [5.0, 93.0], [6.0, 39256.31764705884], [7.0, 225890.90196078434], [8.0, 18411.533333333336], [9.0, 132662.63137254896], [10.0, 1671942.905882363], [11.0, 4010.505882352948], [12.0, 61877.180392156864], [13.0, 2275.8627450980393], [14.0, 64287.40000000002], [15.0, 0.0], [16.0, 72396.72156862746], [17.0, 43420.23529411765]]",KEN,ADM0
2012_01_01_00000000000000000004,"[[1.0, 238.4549019607843], [2.0, 0.0], [3.0, 264.23137254901957], [4.0, 317417.0156862745], [5.0, 89747.231372549], [6.0, 0.0], [7.0, 0.0], [8.0, 84733.96470588232], [9.0, 31249.70196078431], [10.0, 51457.08235294117], [11.0, 2400.4235294117643], [12.0, 231070.44705882354], [13.0, 15672.356862745104], [14.0, 7725.882352941177], [15.0, 0.0], [16.0, 196.4313725490196], [17.0, 4669.20392156862]]",PRK,ADM0
2012_01_01_00000000000000000005,"[[1.0, 1796.3098039215688], [2.0, 254.72156862745098], [3.0, 118.33725490196078], [4.0, 207524.23921568634], [5.0, 68725.40784313726], [6.0, 0.0], [7.0, 0.0], [8.0, 124569.47843137251], [9.0, 11254.360784313758], [10.0, 23479.09411764705], [11.0, 3574.650980392162], [12.0, 120245.43921568626], [13.0, 35913.48235294114], [14.0, 6757.9607843137255], [15.0, 0.0], [16.0, 50.811764705882354], [17.0, 6926.72156862741]]",KOR,ADM0
2012_01_01_00000000000000000006,"[[1.0, 82.34509803921569], [2.0, 0.0], [3.0, 0.0], [4.0, 9135.623529411754], [5.0, 631.8784313725491], [6.0, 0.0], [7.0, 0.0], [8.0, 15444.188235294108], [9.0, 17880.062745098017], [10.0, 14289.76470588234], [11.0, 21.0], [12.0, 21240.70588235294], [13.0, 1050.4549019607844], [14.0, 717.2705882352941], [15.0, 0.0], [16.0, 0.0], [17.0, 5.0]]",XKX,ADM0
2012_01_01_00000000000000000007,"[[1.0, 1533.8980392156861], [2.0, 0.0], [3.0, 1.5372549019607842], [4.0, 80245.35686274507], [5.0, 4738.325490196079], [6.0, 0.0], [7.0, 0.0], [8.0, 116907.94901960787], [9.0, 54591.38431372549], [10.0, 10937.262745098038], [11.0, 2215.552941176471], [12.0, 236648.41960784316], [13.0, 14281.27843137255], [14.0, 78675.0117647059], [15.0, 0.0], [16.0, 16.0], [17.0, 3082.6352941176456]]",SRB,ADM0
2012_01_01_00000000000000000008,"[[1.0, 2.215686274509804], [2.0, 346.4901960784313], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 310.1058823529412], [9.0, 203.0078431372549], [10.0, 193.9725490196079], [11.0, 517.9450980392157], [12.0, 1.0], [13.0, 0.9803921568627451], [14.0, 0.0], [15.0, 0.0], [16.0, 54.8313725490196], [17.0, 152.41568627450988]]",SYC,ADM0
2012_01_01_00000000000000000009,"[[1.0, 18.266666666666666], [2.0, 10895.219607843146], [3.0, 0.0], [4.0, 581.0], [5.0, 98.0], [6.0, 0.0], [7.0, 0.0], [8.0, 129529.23529411765], [9.0, 123685.90588235299], [10.0, 2107.0549019607843], [11.0, 8234.400000000023], [12.0, 1030.137254901961], [13.0, 787.1372549019608], [14.0, 20161.270588235304], [15.0, 0.0], [16.0, 3.3019607843137253], [17.0, 855.8784313725494]]",SLE,ADM0
2012_01_01_0000000000000000000a,"[[1.0, 0.0], [2.0, 261.6235294117647], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 3.0], [7.0, 0.0], [8.0, 274.3607843137255], [9.0, 71.078431372549], [10.0, 110.90588235294115], [11.0, 73.67450980392154], [12.0, 3.9372549019607845], [13.0, 1718.5019607843142], [14.0, 1.0], [15.0, 0.0], [16.0, 3.670588235294118], [17.0, 239.81176470588244]]",SGP,ADM0
2012_01_01_0000000000000000000b,"[[1.0, 59981.713725490205], [2.0, 30207.580392156855], [3.0, 3.0], [4.0, 193301.81568627455], [5.0, 81865.2274509804], [6.0, 163.0], [7.0, 125.0], [8.0, 257039.14117647056], [9.0, 360792.5137254901], [10.0, 257352.82352941175], [11.0, 9907.211764705886], [12.0, 783788.2705882353], [13.0, 119801.57254901953], [14.0, 57641.901960784315], [15.0, 1354.9686274509802], [16.0, 13657.407843137258], [17.0, 16929.7607843137]]",ITA,ADM0
2012_01_01_0000000000000000000c,"[[1.0, 342.7686274509804], [2.0, 20.556862745098037], [3.0, 52.0], [4.0, 490.0], [5.0, 1438.9882352941177], [6.0, 0.0], [7.0, 112.43529411764706], [8.0, 2443.3372549019605], [9.0, 11136.70588235294], [10.0, 1036213.0588235281], [11.0, 1146.0], [12.0, 95569.68627450978], [13.0, 14084.152941176468], [14.0, 169.0], [15.0, 32511.564705882334], [16.0, 169685.48235294112], [17.0, 49167.807843137256]]",KGZ,ADM0
2012_01_01_0000000000000000000d,"[[1.0, 6.0], [2.0, 603539.28627451], [3.0, 0.0], [4.0, 14348.129411764707], [5.0, 13298.949019607842], [6.0, 16.0], [7.0, 13.16078431372549], [8.0, 233095.45882352948], [9.0, 67166.96470588235], [10.0, 74672.95294117644], [11.0, 1823.4352941176464], [12.0, 15673.509803921568], [13.0, 818.9490196078432], [14.0, 596.0], [15.0, 0.0], [16.0, 463.68627450980404], [17.0, 3288.262745098039]]",LAO,ADM0
2012_01_01_0000000000000000000e,"[[1.0, 41717.258823529395], [2.0, 0.0], [3.0, 9.0], [4.0, 9285.788235294112], [5.0, 274522.0039215683], [6.0, 0.0], [7.0, 4.0], [8.0, 230721.15686274532], [9.0, 121224.67450980391], [10.0, 47791.25098039217], [11.0, 1502.2745098039215], [12.0, 86701.61568627451], [13.0, 3312.694117647059], [14.0, 36941.309803921555], [15.0, 0.0], [16.0, 8.705882352941178], [17.0, 8308.447058823513]]",LVA,ADM0
2012_01_01_0000000000000000000f,"[[1.0, 320.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 14940.286274509801], [8.0, 308.0], [9.0, 3957.933333333333], [10.0, 22982.937254901983], [11.0, 54.286274509803924], [12.0, 13413.356862745102], [13.0, 2804.7450980392173], [14.0, 14.0], [15.0, 0.0], [16.0, 688.1921568627452], [17.0, 58.90588235294125]]",LBN,ADM0
2012_01_01_00000000000000000010,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 1.0], [5.0, 0.0], [6.0, 802.5137254901961], [7.0, 10100.329411764706], [8.0, 8.0], [9.0, 249.83529411764707], [10.0, 148104.8509803923], [11.0, 39.0], [12.0, 2327.6117647058823], [13.0, 469.57647058823534], [14.0, 33.0], [15.0, 0.0], [16.0, 62.0], [17.0, 3.0]]",LSO,ADM0
2012_01_01_00000000000000000011,"[[1.0, 3.2], [2.0, 219187.10980392154], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 13.0], [7.0, 0.0], [8.0, 158300.57254901947], [9.0, 9937.776470588231], [10.0, 580.2117647058824], [11.0, 1033.960784313725], [12.0, 40.984313725490196], [13.0, 824.5254901960784], [14.0, 592.3372549019608], [15.0, 0.0], [16.0, 1.9372549019607843], [17.0, 298.32156862745074]]",LBR,ADM0
2012_01_01_00000000000000000012,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 21.0], [7.0, 62768.98039215684], [8.0, 0.0], [9.0, 81.45490196078431], [10.0, 45348.89411764699], [11.0, 0.7176470588235294], [12.0, 57368.97647058824], [13.0, 8112.537254901964], [14.0, 0.0], [15.0, 0.0], [16.0, 8039180.235294122], [17.0, 779.8156862745105]]",LBY,ADM0
2012_01_01_00000000000000000013,"[[1.0, 16.24313725490196], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 314.8823529411764], [6.0, 0.0], [7.0, 0.0], [8.0, 291.6588235294117], [9.0, 407.9372549019607], [10.0, 254.22352941176464], [11.0, 0.0], [12.0, 1.007843137254902], [13.0, 93.93725490196078], [14.0, 3.0], [15.0, 0.0], [16.0, 0.0], [17.0, 0.0]]",LIE,ADM0
2012_01_01_00000000000000000014,"[[1.0, 42370.36078431372], [2.0, 0.0], [3.0, 17.270588235294117], [4.0, 7376.552941176471], [5.0, 137893.52156862748], [6.0, 0.0], [7.0, 3.0], [8.0, 77465.9960784314], [9.0, 166187.0862745099], [10.0, 109014.39215686273], [11.0, 1196.2313725490194], [12.0, 232366.44705882348], [13.0, 4806.196078431372], [14.0, 18257.662745098034], [15.0, 0.0], [16.0, 5.325490196078432], [17.0, 4060.227450980393]]",LTU,ADM0
2012_01_01_00000000000000000015,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 912.5254901960785], [5.0, 4107.29411764706], [6.0, 0.0], [7.0, 0.0], [8.0, 2241.3960784313726], [9.0, 6752.5843137254915], [10.0, 2909.176470588235], [11.0, 11.266666666666667], [12.0, 4924.439215686274], [13.0, 1487.913725490196], [14.0, 1525.1254901960788], [15.0, 0.0], [16.0, 0.0], [17.0, 0.0]]",LUX,ADM0
2012_01_01_00000000000000000016,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.0], [9.0, 2.003921568627451], [10.0, 0.0], [11.0, 0.027450980392156862], [12.0, 0.0], [13.0, 13.603921568627452], [14.0, 0.0], [15.0, 0.0], [16.0, 0.0], [17.0, 0.2980392156862745]]",MCO,ADM0
2012_01_01_00000000000000000017,"[[1.0, 11108.756862745098], [2.0, 0.0], [3.0, 41510.33333333333], [4.0, 10565.30588235294], [5.0, 30164.36078431372], [6.0, 0.0], [7.0, 9727.23137254902], [8.0, 262938.2], [9.0, 155099.63137254913], [10.0, 8863273.949019609], [11.0, 6553.019607843137], [12.0, 4524.862745098038], [13.0, 8955.890196078431], [14.0, 6.145098039215686], [15.0, 1231.81568627451], [16.0, 3895865.4745098036], [17.0, 111853.72941176471]]",MNG,ADM0
2012_01_01_00000000000000000018,"[[1.0, 1840.1176470588236], [2.0, 247.79999999999998], [3.0, 0.0], [4.0, 9392.164705882358], [5.0, 4743.39607843137], [6.0, 0.0], [7.0, 2.0], [8.0, 24943.952941176485], [9.0, 31246.956862745108], [10.0, 27256.737254901942], [11.0, 317.96470588235275], [12.0, 276.3333333333333], [13.0, 750.5490196078431], [14.0, 180.09803921568624], [15.0, 0.0], [16.0, 4.462745098039216], [17.0, 2122.0784313725453]]",MNE,ADM0
2012_01_01_00000000000000000019,"[[1.0, 503.4313725490196], [2.0, 0.0], [3.0, 0.0], [4.0, 25066.882352941182], [5.0, 1510.827450980392], [6.0, 1.0], [7.0, 0.0], [8.0, 27872.55686274511], [9.0, 27572.219607843163], [10.0, 68327.51764705882], [11.0, 578.4392156862746], [12.0, 24509.04705882353], [13.0, 3018.5333333333333], [14.0, 155.29803921568626], [15.0, 0.0], [16.0, 28.39607843137255], [17.0, 2969.796078431372]]",MKD,ADM0
2012_01_01_0000000000000000001a,"[[1.0, 84.86666666666667], [2.0, 256519.02352941176], [3.0, 0.0], [4.0, 52440.38431372549], [5.0, 3706.450980392157], [6.0, 18863.0], [7.0, 47110.22352941176], [8.0, 240798.56078431374], [9.0, 302364.56862745096], [10.0, 1712135.6980392174], [11.0, 14596.12156862749], [12.0, 14016.35294117647], [13.0, 1246.4705882352941], [14.0, 1049.0], [15.0, 0.0], [16.0, 1081.8117647058825], [17.0, 11868.372549019548]]",MDG,ADM0
2012_01_01_0000000000000000001b,"[[1.0, 13.0], [2.0, 5102.654901960785], [3.0, 0.0], [4.0, 15007.521568627448], [5.0, 14138.607843137253], [6.0, 99.64705882352942], [7.0, 211.82352941176472], [8.0, 15152.729411764709], [9.0, 96297.25098039216], [10.0, 134184.1098039216], [11.0, 4801.988235294118], [12.0, 114426.01176470588], [13.0, 902.0], [14.0, 3508.733333333333], [15.0, 0.0], [16.0, 228.13725490196077], [17.0, 100416.66274509813]]",MWI,ADM0
2012_01_01_0000000000000000001c,"[[1.0, 13.768627450980391], [2.0, 909461.9294117645], [3.0, 0.0], [4.0, 147.0], [5.0, 2.0], [6.0, 238.0], [7.0, 1.0], [8.0, 283166.87843137246], [9.0, 19428.623529411758], [10.0, 39219.39607843137], [11.0, 26604.741176470572], [12.0, 11943.690196078433], [13.0, 20008.423529411753], [14.0, 12217.17647058823], [15.0, 0.0], [16.0, 28.3843137254902], [17.0, 9530.741176470567]]",MYS,ADM0
2012_01_01_0000000000000000001d,"[[1.0, 0.0392156862745098], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.0], [9.0, 4.4980392156862745], [10.0, 0.0], [11.0, 105.38823529411768], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 1.8901960784313725], [16.0, 21.819607843137252], [17.0, 519.4705882352945]]",MDV,ADM0
2012_01_01_0000000000000000001e,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 41.549019607843135], [5.0, 14.0], [6.0, 0.0], [7.0, 11220.505882352942], [8.0, 98.3607843137255], [9.0, 33387.6117647059], [10.0, 2019429.4352941073], [11.0, 1147.0156862745098], [12.0, 73723.72156862746], [13.0, 2017.1960784313726], [14.0, 165.26666666666665], [15.0, 0.0], [16.0, 3419616.341176471], [17.0, 2425.2078431372547]]",MLI,ADM0
2012_01_01_0000000000000000001f,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 0.0], [9.0, 0.0], [10.0, 196.3764705882353], [11.0, 30.09019607843137], [12.0, 932.2549019607843], [13.0, 752.6392156862743], [14.0, 0.0], [15.0, 0.0], [16.0, 3.23921568627451], [17.0, 59.72941176470597]]",MLT,ADM0
2012_01_01_00000000000000000020,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 16358.701960784314], [8.0, 0.0], [9.0, 16.992156862745098], [10.0, 722409.7568627453], [11.0, 3.7450980392156863], [12.0, 123.31372549019608], [13.0, 659.1294117647059], [14.0, 0.0], [15.0, 0.0], [16.0, 4013532.9215686223], [17.0, 1391.5960784313722]]",MRT,ADM0
2012_01_01_00000000000000000021,"[[1.0, 0.0], [2.0, 1305.058823529412], [3.0, 0.0], [4.0, 4.015686274509804], [5.0, 14.0], [6.0, 0.0], [7.0, 0.0], [8.0, 73.43137254901961], [9.0, 1817.3411764705888], [10.0, 762.9960784313726], [11.0, 243.62745098039204], [12.0, 3589.474509803923], [13.0, 223.2235294117647], [14.0, 997.9450980392157], [15.0, 0.0], [16.0, 8.949019607843137], [17.0, 100.0470588235295]]",MUS,ADM0
2012_01_01_00000000000000000022,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 9599.164705882356], [5.0, 0.0], [6.0, 0.0], [7.0, 0.0], [8.0, 3176.733333333333], [9.0, 6598.411764705882], [10.0, 7539.545098039216], [11.0, 252.27843137254902], [12.0, 247214.5529411765], [13.0, 9513.980392156865], [14.0, 8087.1921568627395], [15.0, 0.0], [16.0, 1.8509803921568628], [17.0, 1318.7137254901959]]",MDA,ADM0
2012_01_01_00000000000000000023,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 7581.866666666666], [8.0, 0.0], [9.0, 248.16862745098038], [10.0, 19839.611764705885], [11.0, 4.894117647058823], [12.0, 634.0], [13.0, 1662.9803921568628], [14.0, 0.0], [15.0, 0.0], [16.0, 1385435.7058823537], [17.0, 1477.1803921568633]]",OMN,ADM0
2012_01_01_00000000000000000024,"[[1.0, 5577.44705882353], [2.0, 22.0], [3.0, 0.0], [4.0, 69.10196078431373], [5.0, 2046.1019607843132], [6.0, 383.0], [7.0, 660567.8313725491], [8.0, 23685.282352941173], [9.0, 93296.36470588237], [10.0, 709499.5019607842], [11.0, 3900.81568627451], [12.0, 946826.4901960781], [13.0, 38663.1137254902], [14.0, 2937.4470588235295], [15.0, 62027.07450980395], [16.0, 2117284.666666667], [17.0, 20265.96078431374]]",PAK,ADM0
2012_01_01_00000000000000000025,"[[1.0, 1.5764705882352943], [2.0, 1087.894117647059], [3.0, 0.0], [4.0, 0.0], [5.0, 0.7843137254901961], [6.0, 0.0], [7.0, 0.0], [8.0, 51.0], [9.0, 8.0], [10.0, 19.0], [11.0, 613.701960784314], [12.0, 0.0], [13.0, 0.0], [14.0, 0.0], [15.0, 0.0], [16.0, 1.8352941176470587], [17.0, 105.71764705882356]]",PLW,ADM0
2012_01_01_00000000000000000026,"[[1.0, 125.39607843137253], [2.0, 435224.3999999996], [3.0, 0.4], [4.0, 644.0823529411765], [5.0, 119.77254901960784], [6.0, 7.0], [7.0, 6.0], [8.0, 293278.8823529411], [9.0, 171349.23921568613], [10.0, 66904.87058823527], [11.0, 31568.423529411688], [12.0, 71207.98823529412], [13.0, 13969.764705882355], [14.0, 126525.79607843138], [15.0, 0.0], [16.0, 176.22745098039215], [17.0, 22247.533333333067]]",PHL,ADM0
2012_01_01_00000000000000000027,"[[1.0, 307986.3803921569], [2.0, 0.0], [3.0, 67.30588235294118], [4.0, 62509.48235294118], [5.0, 378552.317647059], [6.0, 0.0], [7.0, 0.0], [8.0, 244987.89019607843], [9.0, 368703.56862745096], [10.0, 204216.02352941176], [11.0, 10899.811764705886], [12.0, 1512411.0980392154], [13.0, 86752.25490196078], [14.0, 117567.40392156862], [15.0, 0.0], [16.0, 71.31764705882352], [17.0, 14947.67450980391]]",POL,ADM0
